document_id,product_id,document_type,title,content,category,region,language,version,effective_date,last_updated
DOC-0133,PROD-012,Product Disclosure Sheet,AIA Investment-Linked Elite Plan - Product Disclosure Sheet,"AIA Investment-Linked Elite Plan is a Investment-Linked insurance product designed to provide financial protection. Base annual premium starts from USD 5,952.93. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Investment-Linked,Thailand,English,v2.1,2021-11-11,2024-02-25
DOC-0134,PROD-009,Exclusion List,AIA Travel Premium Protect - Exclusion List,"The following are excluded from AIA Travel Premium Protect coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Travel,Mainland China,English,v2.8,2022-05-05,2024-11-22
DOC-0135,PROD-002,Underwriting Guidelines,AIA Life Elite Protect - Underwriting Guidelines,"Underwriting guidelines for AIA Life Elite Protect: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 56%.",Life,South Korea,Chinese,v4.3,2023-03-12,2025-02-08
DOC-0136,PROD-013,Policy Wording,AIA Critical Illness Premium Plan - Policy Wording,"This AIA Critical Illness Premium Plan policy provides coverage for critical illness insurance. The maximum coverage amount is USD 148,324.39. Entry age ranges from 18 to 65 years. The policy term is 1 year(s). Available in the following regions: Hong Kong,Mainland China,South Korea,Indonesia,Vietnam,Singapore,Taiwan,Thailand.",Critical Illness,Singapore,Vietnamese,v3.9,2020-06-12,2023-05-17
DOC-0137,PROD-008,Underwriting Guidelines,AIA Property Elite Plan - Underwriting Guidelines,"Underwriting guidelines for AIA Property Elite Plan: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 48%.",Property,South Korea,Malay,v1.9,2024-10-15,2025-08-29
DOC-0138,PROD-003,FAQ,AIA Health Premium Protect - FAQ,"Frequently asked questions about AIA Health Premium Protect: Q: What is the waiting period? A: 90 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Health,Indonesia,Thai,v5.7,2020-02-07,2023-04-03
DOC-0139,PROD-010,Policy Wording,AIA Travel Elite Protect - Policy Wording,"This AIA Travel Elite Protect policy provides coverage for travel insurance. The maximum coverage amount is USD 22,343.36. Entry age ranges from 0 to 75 years. The policy term is 1 year(s). Available in the following regions: Malaysia,Taiwan,Thailand,Philippines,Indonesia,Vietnam,Mainland China,Hong Kong,Singapore,South Korea.",Travel,Mainland China,Thai,v3.1,2022-02-13,2025-12-19
DOC-0140,PROD-004,Benefit Schedule,AIA Health Elite Shield - Benefit Schedule,"The benefit schedule for AIA Health Elite Shield includes: Room & Board - up to USD 476/day, ICU - up to USD 506/day, Surgical fees - up to USD 49778, Annual limit - USD 327,613.00.",Health,Vietnam,Malay,v4.5,2021-05-02,2023-02-22
DOC-0141,PROD-003,Benefit Schedule,AIA Health Premium Protect - Benefit Schedule,"The benefit schedule for AIA Health Premium Protect includes: Room & Board - up to USD 705/day, ICU - up to USD 671/day, Surgical fees - up to USD 46667, Annual limit - USD 215,896.49.",Health,South Korea,Vietnamese,v5.1,2020-03-24,2024-05-25
DOC-0142,PROD-002,Exclusion List,AIA Life Elite Protect - Exclusion List,"The following are excluded from AIA Life Elite Protect coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Life,Hong Kong,Malay,v4.5,2022-03-03,2024-09-17
DOC-0143,PROD-014,Benefit Schedule,AIA Critical Illness Elite Plan - Benefit Schedule,"The benefit schedule for AIA Critical Illness Elite Plan includes: Room & Board - up to USD 408/day, ICU - up to USD 1927/day, Surgical fees - up to USD 10273, Annual limit - USD 515,185.46.",Critical Illness,Malaysia,Malay,v3.8,2022-04-21,2024-01-11
DOC-0144,PROD-001,Benefit Schedule,AIA Life Premium Cover - Benefit Schedule,"The benefit schedule for AIA Life Premium Cover includes: Room & Board - up to USD 930/day, ICU - up to USD 695/day, Surgical fees - up to USD 25471, Annual limit - USD 184,972.55.",Life,Taiwan,Thai,v2.2,2022-09-01,2025-06-14
DOC-0145,PROD-011,Benefit Schedule,AIA Investment-Linked Premium Plan - Benefit Schedule,"The benefit schedule for AIA Investment-Linked Premium Plan includes: Room & Board - up to USD 815/day, ICU - up to USD 1293/day, Surgical fees - up to USD 18114, Annual limit - USD 446,834.20.",Investment-Linked,Mainland China,Thai,v1.0,2023-01-01,2023-02-17
DOC-0146,PROD-014,FAQ,AIA Critical Illness Elite Plan - FAQ,"Frequently asked questions about AIA Critical Illness Elite Plan: Q: What is the waiting period? A: 30 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Critical Illness,Mainland China,Chinese,v2.8,2020-02-04,2023-03-05
DOC-0147,PROD-007,Underwriting Guidelines,AIA Property Premium Shield - Underwriting Guidelines,"Underwriting guidelines for AIA Property Premium Shield: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 89%.",Property,South Korea,Chinese,v1.7,2023-11-01,2024-03-21
DOC-0148,PROD-002,Benefit Schedule,AIA Life Elite Protect - Benefit Schedule,"The benefit schedule for AIA Life Elite Protect includes: Room & Board - up to USD 440/day, ICU - up to USD 1789/day, Surgical fees - up to USD 42998, Annual limit - USD 97,473.54.",Life,Hong Kong,Malay,v2.6,2020-03-09,2024-01-27
DOC-0149,PROD-001,Underwriting Guidelines,AIA Life Premium Cover - Underwriting Guidelines,"Underwriting guidelines for AIA Life Premium Cover: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 61%.",Life,Taiwan,Chinese,v1.7,2024-07-07,2024-03-25
DOC-0150,PROD-011,Policy Wording,AIA Investment-Linked Premium Plan - Policy Wording,"This AIA Investment-Linked Premium Plan policy provides coverage for investment-linked insurance. The maximum coverage amount is USD 446,834.20. Entry age ranges from 18 to 75 years. The policy term is 30 year(s). Available in the following regions: Malaysia,Mainland China,South Korea,Singapore,Taiwan,Vietnam.",Investment-Linked,South Korea,Malay,v1.3,2020-08-15,2025-02-21
DOC-0151,PROD-007,Claims Procedure Guide,AIA Property Premium Shield - Claims Procedure Guide,"To file a claim under AIA Property Premium Shield: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Property,Philippines,Chinese,v5.0,2022-11-25,2025-12-05
DOC-0152,PROD-009,FAQ,AIA Travel Premium Protect - FAQ,"Frequently asked questions about AIA Travel Premium Protect: Q: What is the waiting period? A: 60 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Travel,Mainland China,Vietnamese,v5.7,2023-10-31,2025-01-03
DOC-0153,PROD-016,Claims Procedure Guide,AIA Accident Elite Shield - Claims Procedure Guide,"To file a claim under AIA Accident Elite Shield: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Accident,Indonesia,Malay,v2.0,2024-12-07,2023-03-18
DOC-0154,PROD-008,Exclusion List,AIA Property Elite Plan - Exclusion List,"The following are excluded from AIA Property Elite Plan coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Property,Indonesia,Malay,v3.8,2023-06-23,2025-04-24
DOC-0155,PROD-004,Exclusion List,AIA Health Elite Shield - Exclusion List,"The following are excluded from AIA Health Elite Shield coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Health,Vietnam,Malay,v2.4,2023-08-10,2023-12-11
DOC-0156,PROD-004,Underwriting Guidelines,AIA Health Elite Shield - Underwriting Guidelines,"Underwriting guidelines for AIA Health Elite Shield: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 97%.",Health,Mainland China,Thai,v2.2,2021-10-08,2025-08-29
DOC-0157,PROD-009,Benefit Schedule,AIA Travel Premium Protect - Benefit Schedule,"The benefit schedule for AIA Travel Premium Protect includes: Room & Board - up to USD 490/day, ICU - up to USD 1687/day, Surgical fees - up to USD 44448, Annual limit - USD 43,794.54.",Travel,Singapore,Malay,v4.6,2022-10-20,2025-10-31
DOC-0158,PROD-016,Benefit Schedule,AIA Accident Elite Shield - Benefit Schedule,"The benefit schedule for AIA Accident Elite Shield includes: Room & Board - up to USD 979/day, ICU - up to USD 668/day, Surgical fees - up to USD 22825, Annual limit - USD 67,902.61.",Accident,South Korea,Malay,v2.8,2023-04-26,2023-09-05
DOC-0159,PROD-015,Exclusion List,AIA Accident Premium Protect - Exclusion List,"The following are excluded from AIA Accident Premium Protect coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Accident,Thailand,Vietnamese,v3.7,2020-02-26,2023-11-15
DOC-0160,PROD-004,Benefit Schedule,AIA Health Elite Shield - Benefit Schedule,"The benefit schedule for AIA Health Elite Shield includes: Room & Board - up to USD 568/day, ICU - up to USD 1714/day, Surgical fees - up to USD 15723, Annual limit - USD 327,613.00.",Health,Mainland China,Thai,v3.8,2024-09-26,2024-11-20
DOC-0161,PROD-005,Claims Procedure Guide,AIA Motor Premium Shield - Claims Procedure Guide,"To file a claim under AIA Motor Premium Shield: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Motor,Taiwan,Chinese,v1.6,2020-11-03,2024-01-18
DOC-0162,PROD-008,Underwriting Guidelines,AIA Property Elite Plan - Underwriting Guidelines,"Underwriting guidelines for AIA Property Elite Plan: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 44%.",Property,Indonesia,Vietnamese,v1.7,2020-09-22,2024-02-27
DOC-0163,PROD-009,Benefit Schedule,AIA Travel Premium Protect - Benefit Schedule,"The benefit schedule for AIA Travel Premium Protect includes: Room & Board - up to USD 839/day, ICU - up to USD 1496/day, Surgical fees - up to USD 17854, Annual limit - USD 43,794.54.",Travel,Mainland China,Chinese,v1.7,2024-10-06,2023-08-01
DOC-0164,PROD-010,Underwriting Guidelines,AIA Travel Elite Protect - Underwriting Guidelines,"Underwriting guidelines for AIA Travel Elite Protect: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 44%.",Travel,Hong Kong,English,v2.1,2021-08-09,2023-10-24
DOC-0165,PROD-016,Benefit Schedule,AIA Accident Elite Shield - Benefit Schedule,"The benefit schedule for AIA Accident Elite Shield includes: Room & Board - up to USD 226/day, ICU - up to USD 1071/day, Surgical fees - up to USD 7619, Annual limit - USD 67,902.61.",Accident,Indonesia,English,v3.6,2023-10-22,2023-08-28
DOC-0166,PROD-006,Benefit Schedule,AIA Motor Elite Protect - Benefit Schedule,"The benefit schedule for AIA Motor Elite Protect includes: Room & Board - up to USD 487/day, ICU - up to USD 1646/day, Surgical fees - up to USD 11135, Annual limit - USD 79,825.42.",Motor,Malaysia,Chinese,v2.1,2022-03-05,2025-08-20
DOC-0167,PROD-008,Product Disclosure Sheet,AIA Property Elite Plan - Product Disclosure Sheet,"AIA Property Elite Plan is a Property insurance product designed to provide financial protection. Base annual premium starts from USD 1,730.66. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Property,Indonesia,English,v1.0,2021-11-01,2025-09-22
DOC-0168,PROD-015,Exclusion List,AIA Accident Premium Protect - Exclusion List,"The following are excluded from AIA Accident Premium Protect coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Accident,Philippines,Malay,v2.6,2022-06-06,2025-01-11
DOC-0169,PROD-011,Claims Procedure Guide,AIA Investment-Linked Premium Plan - Claims Procedure Guide,"To file a claim under AIA Investment-Linked Premium Plan: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Investment-Linked,Taiwan,English,v1.1,2023-12-12,2025-08-06
DOC-0170,PROD-009,FAQ,AIA Travel Premium Protect - FAQ,"Frequently asked questions about AIA Travel Premium Protect: Q: What is the waiting period? A: 60 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 31 days from the due date.",Travel,Malaysia,Thai,v2.0,2023-09-30,2023-10-27
DOC-0171,PROD-004,FAQ,AIA Health Elite Shield - FAQ,"Frequently asked questions about AIA Health Elite Shield: Q: What is the waiting period? A: 30 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 31 days from the due date.",Health,Philippines,Thai,v1.0,2022-07-05,2024-04-04
DOC-0172,PROD-004,Claims Procedure Guide,AIA Health Elite Shield - Claims Procedure Guide,"To file a claim under AIA Health Elite Shield: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Health,Mainland China,Malay,v5.1,2023-01-07,2025-07-03
DOC-0173,PROD-013,Product Disclosure Sheet,AIA Critical Illness Premium Plan - Product Disclosure Sheet,"AIA Critical Illness Premium Plan is a Critical Illness insurance product designed to provide financial protection. Base annual premium starts from USD 1,083.63. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Critical Illness,Thailand,Vietnamese,v1.5,2024-06-05,2023-04-20
DOC-0174,PROD-008,Product Disclosure Sheet,AIA Property Elite Plan - Product Disclosure Sheet,"AIA Property Elite Plan is a Property insurance product designed to provide financial protection. Base annual premium starts from USD 1,730.66. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Property,Indonesia,Malay,v1.7,2020-09-11,2024-03-02
DOC-0175,PROD-012,Underwriting Guidelines,AIA Investment-Linked Elite Plan - Underwriting Guidelines,"Underwriting guidelines for AIA Investment-Linked Elite Plan: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 30%.",Investment-Linked,Vietnam,Malay,v1.9,2021-01-03,2025-10-07
DOC-0176,PROD-006,Product Disclosure Sheet,AIA Motor Elite Protect - Product Disclosure Sheet,"AIA Motor Elite Protect is a Motor insurance product designed to provide financial protection. Base annual premium starts from USD 407.98. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Motor,Vietnam,Thai,v3.8,2024-03-29,2024-07-29
DOC-0177,PROD-007,FAQ,AIA Property Premium Shield - FAQ,"Frequently asked questions about AIA Property Premium Shield: Q: What is the waiting period? A: 90 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 31 days from the due date.",Property,South Korea,Thai,v5.2,2021-03-05,2025-04-27
DOC-0178,PROD-015,FAQ,AIA Accident Premium Protect - FAQ,"Frequently asked questions about AIA Accident Premium Protect: Q: What is the waiting period? A: 30 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Accident,Philippines,Malay,v5.5,2024-04-21,2023-05-28
DOC-0179,PROD-001,Policy Wording,AIA Life Premium Cover - Policy Wording,"This AIA Life Premium Cover policy provides coverage for life insurance. The maximum coverage amount is USD 184,972.55. Entry age ranges from 18 to 65 years. The policy term is 5 year(s). Available in the following regions: Taiwan,Malaysia,Vietnam.",Life,Malaysia,English,v3.2,2024-05-10,2024-11-15
DOC-0180,PROD-014,FAQ,AIA Critical Illness Elite Plan - FAQ,"Frequently asked questions about AIA Critical Illness Elite Plan: Q: What is the waiting period? A: 90 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Critical Illness,Vietnam,English,v5.7,2023-05-11,2025-06-25
DOC-0181,PROD-013,Exclusion List,AIA Critical Illness Premium Plan - Exclusion List,"The following are excluded from AIA Critical Illness Premium Plan coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Critical Illness,South Korea,Thai,v5.5,2021-05-21,2025-02-17
DOC-0182,PROD-015,Exclusion List,AIA Accident Premium Protect - Exclusion List,"The following are excluded from AIA Accident Premium Protect coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Accident,Taiwan,Malay,v1.0,2023-06-24,2024-06-13
DOC-0183,PROD-014,Claims Procedure Guide,AIA Critical Illness Elite Plan - Claims Procedure Guide,"To file a claim under AIA Critical Illness Elite Plan: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Critical Illness,Thailand,Thai,v5.2,2024-12-07,2023-02-20
DOC-0184,PROD-002,Policy Wording,AIA Life Elite Protect - Policy Wording,"This AIA Life Elite Protect policy provides coverage for life insurance. The maximum coverage amount is USD 97,473.54. Entry age ranges from 18 to 65 years. The policy term is 20 year(s). Available in the following regions: Mainland China,Indonesia,Hong Kong,Philippines,Malaysia,Taiwan,South Korea,Singapore.",Life,Hong Kong,English,v3.5,2022-06-23,2025-10-03
DOC-0185,PROD-016,FAQ,AIA Accident Elite Shield - FAQ,"Frequently asked questions about AIA Accident Elite Shield: Q: What is the waiting period? A: 30 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Accident,Singapore,Vietnamese,v5.4,2020-07-20,2025-01-08
DOC-0186,PROD-016,Underwriting Guidelines,AIA Accident Elite Shield - Underwriting Guidelines,"Underwriting guidelines for AIA Accident Elite Shield: Standard class: BMI 18.5-27.5, no major pre-existing conditions. Preferred class: BMI 18.5-25, excellent health history, non-smoker. Substandard class: May require additional premium loading of 58%.",Accident,Philippines,Chinese,v2.4,2021-04-25,2024-07-29
DOC-0187,PROD-012,Policy Wording,AIA Investment-Linked Elite Plan - Policy Wording,"This AIA Investment-Linked Elite Plan policy provides coverage for investment-linked insurance. The maximum coverage amount is USD 1,162,901.11. Entry age ranges from 18 to 75 years. The policy term is 10 year(s). Available in the following regions: South Korea,Malaysia,Vietnam,Hong Kong,Singapore,Taiwan,Mainland China,Philippines,Thailand,Indonesia.",Investment-Linked,Thailand,Vietnamese,v1.3,2024-04-08,2025-11-23
DOC-0188,PROD-001,Claims Procedure Guide,AIA Life Premium Cover - Claims Procedure Guide,"To file a claim under AIA Life Premium Cover: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Life,Malaysia,Malay,v4.2,2020-03-26,2024-02-29
DOC-0189,PROD-014,Exclusion List,AIA Critical Illness Elite Plan - Exclusion List,"The following are excluded from AIA Critical Illness Elite Plan coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Critical Illness,Mainland China,Thai,v1.7,2020-10-26,2024-08-04
DOC-0190,PROD-002,FAQ,AIA Life Elite Protect - FAQ,"Frequently asked questions about AIA Life Elite Protect: Q: What is the waiting period? A: 30 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 31 days from the due date.",Life,Philippines,Chinese,v3.1,2022-10-28,2023-08-23
DOC-0191,PROD-001,Claims Procedure Guide,AIA Life Premium Cover - Claims Procedure Guide,"To file a claim under AIA Life Premium Cover: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Life,Malaysia,Malay,v4.8,2022-02-14,2025-05-03
DOC-0192,PROD-007,Product Disclosure Sheet,AIA Property Premium Shield - Product Disclosure Sheet,"AIA Property Premium Shield is a Property insurance product designed to provide financial protection. Base annual premium starts from USD 1,200.94. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Property,Philippines,Thai,v4.8,2023-10-14,2024-09-16
DOC-0193,PROD-005,Benefit Schedule,AIA Motor Premium Shield - Benefit Schedule,"The benefit schedule for AIA Motor Premium Shield includes: Room & Board - up to USD 782/day, ICU - up to USD 1747/day, Surgical fees - up to USD 18767, Annual limit - USD 98,589.45.",Motor,Mainland China,Vietnamese,v2.3,2021-08-30,2024-11-17
DOC-0194,PROD-007,Product Disclosure Sheet,AIA Property Premium Shield - Product Disclosure Sheet,"AIA Property Premium Shield is a Property insurance product designed to provide financial protection. Base annual premium starts from USD 1,200.94. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Property,South Korea,Vietnamese,v5.2,2024-05-18,2024-03-17
DOC-0195,PROD-010,Exclusion List,AIA Travel Elite Protect - Exclusion List,"The following are excluded from AIA Travel Elite Protect coverage: pre-existing conditions within the first 12 months, self-inflicted injuries, participation in hazardous activities, cosmetic surgery, dental treatment (unless caused by accident), and war or terrorism.",Travel,Hong Kong,Malay,v5.6,2024-03-10,2025-09-25
DOC-0196,PROD-008,Product Disclosure Sheet,AIA Property Elite Plan - Product Disclosure Sheet,"AIA Property Elite Plan is a Property insurance product designed to provide financial protection. Base annual premium starts from USD 1,730.66. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Property,Indonesia,Malay,v3.2,2024-01-31,2024-03-25
DOC-0197,PROD-015,FAQ,AIA Accident Premium Protect - FAQ,"Frequently asked questions about AIA Accident Premium Protect: Q: What is the waiting period? A: 60 days for illness-related claims. Q: Can I add riders? A: Yes, riders such as Waiver of Premium and Critical Illness are available. Q: What is the grace period for premium payment? A: 30 days from the due date.",Accident,Indonesia,English,v1.5,2024-08-01,2025-06-08
DOC-0198,PROD-014,Claims Procedure Guide,AIA Critical Illness Elite Plan - Claims Procedure Guide,"To file a claim under AIA Critical Illness Elite Plan: 1. Notify AIA within 30 days of the event. 2. Complete the claim form and attach supporting documents. 3. Submit via AIA mobile app, web portal, or your agent. 4. Claims are typically processed within 5-15 business days. 5. Payment is made via bank transfer to the registered account.",Critical Illness,Vietnam,Chinese,v5.9,2020-11-17,2023-11-28
DOC-0199,PROD-010,Product Disclosure Sheet,AIA Travel Elite Protect - Product Disclosure Sheet,"AIA Travel Elite Protect is a Travel insurance product designed to provide financial protection. Base annual premium starts from USD 368.53. Key benefits include coverage for hospitalization, surgery, and outpatient treatments.",Travel,Vietnam,Vietnamese,v3.2,2020-05-31,2025-10-23
DOC-0200,PROD-014,Benefit Schedule,AIA Critical Illness Elite Plan - Benefit Schedule,"The benefit schedule for AIA Critical Illness Elite Plan includes: Room & Board - up to USD 635/day, ICU - up to USD 1095/day, Surgical fees - up to USD 21846, Annual limit - USD 515,185.46.",Critical Illness,Malaysia,Chinese,v5.2,2020-09-30,2024-05-18
